EPISODE_ID,EVENT_ID,EPISODE_NARRATIVE,EVENT_NARRATIVE
162118,982529,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.",Polk Lane at Reece Church Road was flooded and impassable.
162118,982530,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.",The Dickson COOP observer measured 11.60 inches of rain since midnight.
162118,982536,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.","An historic, devastating flash flood struck the city of Waverly along the Trace Creek river basin. A fast-moving flood wave traveling westward down Trace Creek caused flood waters to rise several feet in roughly a 10 minute timespan between 1000am to 1010am CDT, flooding hundreds of homes, businesses, and churches, some of which were washed off their foundations. News reports and information from the Tennessee Emergency Management Agency indicated a total of 523 homes were impacted by the flooding, with 272 totally destroyed, 168 with major damage, 31 with minor damage, and 20 affected. 44 businesses and 8 public facilities were also damaged, including the Waverly Elementary School and Waverly Junior High School which will have to be torn down are rebuilt in a different location. Dozens of cars were also washed away and deposited long distances downstream, and many of the roadway bridges than spanned Trace Creek were knocked off their pilings and heavily damaged. TEMA reported damage to roads and schools alone totaled $31,844,911, with an additional estimated $60-70 million in damage to homes and businesses. 19 people were killed in Waverly, along with 1 other who died in Hurricane Mills, making this the deadliest flash flood in Middle Tennessee history."
162112,982133,"Scattered showers and thunderstorms developed around midday on August 9th. There was one isolated hail report in Smith County, and one damaging wind report from Cumberland County.","A microburst blew down several trees and power lines around the area of Norcross Road at Lakewood Drive near St. George Lake in Fairfield Glade. A few boats were damaged on the lake, and some homes had trees fall onto them."
162118,982531,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.",Several buildings at Sugar Creek Campground were flooded.
162118,982534,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.",CoCoRaHS station TN-HM-2 reported flash flooding from the nearby Piney River destroyed his house. The observer reported 13.26 inches of rain before the rain gauge and his house were washed away.
162118,982535,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.","The Piney River at Vernon USGS river gauge measured a peak crest of 32.78 feet at 1145am CDT, which is the highest on record for that location and 5 feet above the May 2010 flood. River level data for this location began in 1925."
162118,982537,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.","Major flash flooding affected the Hurricane Mills community along Hurricane Creek. Several buildings at the Loretta Lynn Ranch and Campground were flooded and damaged, and the pavement on Hurricane Mills Road was washed away in several locations. A ranch foreman at Loretta Lynn's ranch died while checking on animals in a stable and getting swept away by the rising flood waters."
162116,978804,Scattered showers and thunderstorms developed in the afternoon hours on August 26th. A few damaging wind reports were received.,Trees and power lines were reported down on Herbert Shannon Road and Maxie Jones Road.
162116,978805,Scattered showers and thunderstorms developed in the afternoon hours on August 26th. A few damaging wind reports were received.,A tree was blown down on Kings Lane in Bordeaux. Power lines were also reported blown down in North Nashville.
162117,978808,Scattered showers and t'storms developed on August 30th as the remnants of Ida moved through Middle TN. Some heavy downpours led to isolated flash flooding in areas.,A few areas of street flooding occurred in Jamestown. The public reported receiving 2.23 inches of rain in about 30 minutes.
162117,978810,Scattered showers and t'storms developed on August 30th as the remnants of Ida moved through Middle TN. Some heavy downpours led to isolated flash flooding in areas.,"Street flooding was reported on Old Hickory Blvd at Dickerson Pike, and on Ewing Drive where a water rescue was conducted for a stranded vehicle."
162118,982179,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.",Homes were flooded around Greystone Golf Club in Dickson.
162115,978822,Scattered showers and t'storms developed on August 18th producing some heavy downpours at times. These heavy downpours led to isolated flooding reports.,Flooding on streets across Vandy Campus including 24th Avenue South and outside of the 25th South Avenue garage.
162115,978824,Scattered showers and t'storms developed on August 18th producing some heavy downpours at times. These heavy downpours led to isolated flooding reports.,"Several roads were flooded across the county including Doolittle Road, Sunny Slope Road at Hollis Creek, and Highway 145. A water rescue was conducted for a vehicle that hydroplaned into a flooded ditch on Lassiter Barker Road at John Bragg Highway."
162117,978815,Scattered showers and t'storms developed on August 30th as the remnants of Ida moved through Middle TN. Some heavy downpours led to isolated flash flooding in areas.,Heavy rain reported with 2.6 measured in about 45 minutes.
162113,978803,Scattered showers and thunderstorms developed in the afternoon hours on August 11th. There was one isolated hail report in Bedford County.,A tSpotter Twitter report indicated quarter size hail fell in Bell Buckle off of Liberty Pike and Beechwood Road.
162112,978802,"Scattered showers and thunderstorms developed around midday on August 9th. There was one isolated hail report in Smith County, and one damaging wind report from Cumberland County.",A Facebook report indicated nickel size hail fell in Elmwood.
162118,982538,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.","Major flash flooding occurred along Blue Creek south of Waverly. Areas around around the Humphreys County Farmers Co-op were flooded, including several homes and businesses. Highway 13 was closed and impassable due to the flooding, with debris and vehicles littering the roadway."
162118,982532,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.","A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT. This rainfall total, which was verified by NWS personnel, set a new Tennessee state record for 24-hour rainfall and shattered the previous state record of 13.6 inches. This also became the highest 24-hour rainfall amount for any non-coastal state in the country."
162118,1023248,"The deadliest flash flood to ever affect Middle Tennessee, and one of the worst natural disasters in the history of the state, struck the region on Saturday, August 21, 2021. Occurring only a few months after another deadly and disastrous flash flood impacted the Nashville metro area on March 27-28, 2021 and killed 7 people, this flash flood left catastrophic damage across several counties in western Middle Tennessee, including parts of Dickson County, Hickman County, Houston County, and especially Humphreys County. The flood waters damaged or destroyed hundreds of homes, businesses, vehicles, and schools, with many buildings washed completely off their foundations. The damage was so severe that a Presidential Disaster Declaration was declared for Humphreys County two days later on August 23, 2021. Later in the week, Dickson, Hickman, and Houston Counties also received a Presidential Disaster Declaration. Very sadly, a total of 20 people were determined to have drowned in the flood, 19 of which were in the city of Waverly, TN, and 1 in the community of Hurricane Mills.||This historic flash flood occurred as a thunderstorms repeatedly developed along a weak surface front located over western Middle Tennessee during the morning hours of August 21. With a very moisture-laden atmosphere in place characterized by precipitable water values measured at 2.37 inches on the 12Z OHX upper air balloon sounding, these thunderstorms produced extreme rainfall rates over 3 inches per hour for several hours, resulting in rainfall totals reaching over 10 to 20 inches in a narrow, roughly 25 mile wide by 50 mile long swath across Houston, Dickson, Humphreys, and Hickman Counties. A rain gauge at the McEwen Wastewater Treatment Plant measured a rainfall total of 20.73 inches from midnight to 7pm CDT, which was verified by NWS personnel and set a new Tennessee state record for 24-hour rainfall. In addition to the flash flooding, one brief tornado was determined to have touched down in rural Dickson County northwest of Charlotte.","This small, brief EF-0 tornado was found in June 2022 through newly available high resolution satellite imagery, and was determined to have touched down in rural, inaccessible forests around 4.5 miles northwest of Charlotte. The tornado began to the southwest of Adams Road and moved southeast, blowing down numerous trees in a clearly convergent, spiral pattern before lifting northwest of Big Bartons Creek Road."
162114,978816,Scattered showers and thunderstorms developed in the morning hours on August 13th. There were multiple damaging wind reports received.,"A few trees and fences were blown down, a small storage shed was blown over, and some homes lost a few shingles along and near Shacklett Road."
162114,978817,Scattered showers and thunderstorms developed in the morning hours on August 13th. There were multiple damaging wind reports received.,A tree was blown down at Satinwood Drive and Twisted Oak Drive.
162114,978818,Scattered showers and thunderstorms developed in the morning hours on August 13th. There were multiple damaging wind reports received.,Several trees were blown down north of Murfreesboro.
162114,978820,Scattered showers and thunderstorms developed in the morning hours on August 13th. There were multiple damaging wind reports received.,Several trees were blown down in the Porter community.
162114,978819,Scattered showers and thunderstorms developed in the morning hours on August 13th. There were multiple damaging wind reports received.,"A small but intense 1.5 mile long by 0.5 mile wide microburst struck parts of central Nolensville. The microburst began near Nolensville Road and Oldman Drive where the wood frame of a restaurant under construction collapsed. To the southwest, numerous trees were blown down on Sunset Road, Sam Donald Road, and throughout the Bent Creek subdivision, and a few homes suffered siding damage. Winds were estimated up to 65 mph."
162115,978821,Scattered showers and t'storms developed on August 18th producing some heavy downpours at times. These heavy downpours led to isolated flooding reports.,"Two adults were reportedly struck by lightning at Hickman Elementary School on Stewarts Ferry Pike, but only suffered minor injuries."
162115,978823,Scattered showers and t'storms developed on August 18th producing some heavy downpours at times. These heavy downpours led to isolated flooding reports.,"Several roads were flooded in the Capitol View, Music Row, and Midtown areas of Nashville including West End Avenue, Chet Atkins Place, 10th Avenue North, Nelson Merry Street, and Exit 1 on I-440 West. Streets were also flooded across the Vanderbilt University campus, including 24th Avenue South and 25th Avenue South outside the parking garage."
165022,997131,"December 10, 2021, was unseasonably warm over the region. Temperatures broke several long-standing records. Memphis hit 80��F which broke a 103-year-old high-temperature record. ||A strong upper-level trough was approaching from the west, providing strong lift within the unseasonably warm and unstable air mass.  MLCAPE reached the 1500-2000 J/kg range by 6 PM. The wind field was impressive with plenty of vertical wind shear needed for organized thunderstorms. Effective 0-1 km storm-relative helicity values ranged from 300-400 m2/s2 with effective bulk shear values of 70 knots - more than sufficient to support discrete supercells in the warm sector ahead of the cold front.||The first supercell developed in central Arkansas and tracked into northeast Arkansas producing a few weak tornadoes initially before intensifying across eastern Craighead and Mississippi Counties and killing two people. The tornado eventually strengthened into an EF-4 while moving through the Missouri Bootheel, resulting in 2 direct and one indirect fatality in Pemiscot County. The tornado then tracked across the Mississippi River into northwest Tennessee, producing an additional 4 fatalities near Reelfoot Lake. This tornado lifted for a brief time in Obion County, reorganized, and then moved into Kentucky. All told, the mesocyclone tracked for over 300 miles and was producing tornadoes for over 250 miles. This storm was responsible for at least 9 fatalities and many injuries in the NWS Memphis CWA along with millions of dollars of damage. ||As the initial supercell was crossing the state line into Kentucky, a string of supercells was moving into eastern Arkansas. A few brief tornadoes produced minor damage near Cash in western Craighead County and in the Fisher area of western Poinsett County. As the dominant supercell moved into eastern Poinsett County, the mesocyclone quickly intensified and the storm produced an EF-2 tornado in Trumann with several injuries and widespread damage. ||A new supercell developed in Mississippi County causing straight-line wind damage initially. This supercell intensified as it crossed the Mississippi River and produced another long-track tornado starting in Dyer County,  Tennessee. This tornado tracked east-northeast across northwest Tennessee into Henry County, and eventually into Kentucky. This tornado was rated EF-3 and resulted in several injuries with Kenton and Dresden, Tennessee being the hardest hit. ||The convection eventually evolved into a QLCS as it moved east. A mesovortex developed south of I-40 near Jackson that resulted in 3 tornadoes across eastern Madison, Henderson, and Decatur Counties including an EF-2. Non-tornadic storms moved across the Memphis metropolitan area, producing straight-line wind damage as a mesovortex moved through the city. A fatality was reported in Shelby County after a large tree fell on a home in South Memphis. Later that night, an EF-1 tornado occurred in Prentiss County before the severe weather threat began to wind down around 6 AM on December 11, 2021. ||In total, there were 18 tornadoes across the NWS Memphis CWA.  Along with tornadoes, several incidents of wind damage and minor flash flooding also occurred.","The tornado tracked along the oxbows of the Mississippi River between Pemiscot County, Missouri, and Lake County, Tennessee. Aerial and satellite imagery showed ground scouring marks in this area across the Mississippi River."
165022,997426,"December 10, 2021, was unseasonably warm over the region. Temperatures broke several long-standing records. Memphis hit 80��F which broke a 103-year-old high-temperature record. ||A strong upper-level trough was approaching from the west, providing strong lift within the unseasonably warm and unstable air mass.  MLCAPE reached the 1500-2000 J/kg range by 6 PM. The wind field was impressive with plenty of vertical wind shear needed for organized thunderstorms. Effective 0-1 km storm-relative helicity values ranged from 300-400 m2/s2 with effective bulk shear values of 70 knots - more than sufficient to support discrete supercells in the warm sector ahead of the cold front.||The first supercell developed in central Arkansas and tracked into northeast Arkansas producing a few weak tornadoes initially before intensifying across eastern Craighead and Mississippi Counties and killing two people. The tornado eventually strengthened into an EF-4 while moving through the Missouri Bootheel, resulting in 2 direct and one indirect fatality in Pemiscot County. The tornado then tracked across the Mississippi River into northwest Tennessee, producing an additional 4 fatalities near Reelfoot Lake. This tornado lifted for a brief time in Obion County, reorganized, and then moved into Kentucky. All told, the mesocyclone tracked for over 300 miles and was producing tornadoes for over 250 miles. This storm was responsible for at least 9 fatalities and many injuries in the NWS Memphis CWA along with millions of dollars of damage. ||As the initial supercell was crossing the state line into Kentucky, a string of supercells was moving into eastern Arkansas. A few brief tornadoes produced minor damage near Cash in western Craighead County and in the Fisher area of western Poinsett County. As the dominant supercell moved into eastern Poinsett County, the mesocyclone quickly intensified and the storm produced an EF-2 tornado in Trumann with several injuries and widespread damage. ||A new supercell developed in Mississippi County causing straight-line wind damage initially. This supercell intensified as it crossed the Mississippi River and produced another long-track tornado starting in Dyer County,  Tennessee. This tornado tracked east-northeast across northwest Tennessee into Henry County, and eventually into Kentucky. This tornado was rated EF-3 and resulted in several injuries with Kenton and Dresden, Tennessee being the hardest hit. ||The convection eventually evolved into a QLCS as it moved east. A mesovortex developed south of I-40 near Jackson that resulted in 3 tornadoes across eastern Madison, Henderson, and Decatur Counties including an EF-2. Non-tornadic storms moved across the Memphis metropolitan area, producing straight-line wind damage as a mesovortex moved through the city. A fatality was reported in Shelby County after a large tree fell on a home in South Memphis. Later that night, an EF-1 tornado occurred in Prentiss County before the severe weather threat began to wind down around 6 AM on December 11, 2021. ||In total, there were 18 tornadoes across the NWS Memphis CWA.  Along with tornadoes, several incidents of wind damage and minor flash flooding also occurred.","The supercell that produced the long track EF-4 tornado from Craighead County, Arkansas into western Obion County, Tennessee reintensified and formed another tornado in northern Obion County near Woodland Mills. A home suffered roof damage on Woodland Mills Road and trees were uprooted north of Woodland Mills. The tornado then crossed into Fulton County and eventually intensified into an EF-4 as it approached Mayfield, Kentucky. Peak winds in Obion County were estimated at 75 mph."
